HOSPITAL_LOCATION_ID,PRODUCT_NUMBER,SUBSEQUENT_ORDER_QUANTITY,SUBSEQUENT_DELIVERY_QUANTITY,ORIGINAL_ORDER_QUANTITY,ORIGINAL_DELIVERY_QUANTITY,ENTRY_DATE,SUBSEQUENT_ORDER_DATE,LOST_QUANTITY,DAYS_BETWEEN_ORDERS
41069.0,505018,5,5,10,0,2023-01-13,2023-02-06,10,24
41069.0,505018,5,5,5,5,2023-01-30,2023-02-06,0,7
41069.0,5482401,8,8,4,0,2023-01-13,2023-03-02,4,48
41069.0,5482401,8,8,4,4,2023-01-13,2023-03-02,0,48
41081.0,505018,12,12,6,6,2022-12-20,2023-02-03,0,45
41144.0,505018,3,3,2,0,2022-12-23,2023-02-20,2,59
41151.0,616013,2,2,2,2,2023-02-20,2023-03-22,0,30
41272.0,505018,6,0,5,0,2023-01-23,2023-03-07,5,43
41272.0,505018,6,6,5,0,2023-01-23,2023-03-07,5,43
41272.0,505018,6,0,5,5,2023-01-23,2023-03-07,0,43
41272.0,505018,6,6,5,5,2023-01-23,2023-03-07,0,43
41288.0,504010,1,1,1,1,2023-02-22,2023-03-21,0,27
41288.0,505018,4,4,4,4,2023-02-22,2023-03-21,0,27
41303.0,14407,4,4,4,0,2023-01-13,2023-01-30,4,17
41303.0,725012,2,2,1,1,2023-01-13,2023-03-03,0,49
41303.0,8720790,6,6,2,2,2023-01-13,2023-03-01,0,47
41337.0,1AA3399,1,1,1,0,2023-03-14,2023-03-21,1,7
41354.0,5482401,5,5,5,5,2023-01-16,2023-03-13,0,56
41381.0,1AB1973,1,1,1,1,2023-01-16,2023-01-26,0,10
41403.0,6598405,4,4,4,4,2023-02-23,2023-03-06,0,11
41403.0,6623400,4,4,4,4,2023-02-23,2023-03-06,0,11
41407.0,24406,1,1,1,1,2023-02-07,2023-03-23,0,44
41415.0,367012,2,2,2,2,2023-01-05,2023-01-24,0,19
41415.0,378019,2,2,1,1,2023-01-05,2023-01-24,0,19
41515.0,505018,7,7,7,7,2023-01-30,2023-03-21,0,50
41515.0,571019,2,2,2,0,2023-03-28,2023-03-29,2,1
41523.0,829012,12,12,10,10,2023-02-17,2023-02-22,0,5
41523.0,1402403,40,40,35,35,2023-01-19,2023-03-02,0,42
41537.0,830019,2,2,2,2,2022-11-29,2023-01-23,0,55
41545.0,14407,4,4,3,3,2023-01-10,2023-03-09,0,58
41545.0,4520400,2,2,2,2,2023-01-10,2023-03-09,0,58
41575.0,313197,5,0,5,0,2022-12-15,2023-01-06,5,22
41575.0,315094,1,1,1,0,2022-12-15,2023-01-06,1,22
41575.0,504010,3,3,3,0,2023-02-03,2023-02-13,3,10
41590.0,97403,6,6,4,4,2023-01-18,2023-03-06,0,47
41590.0,5482401,4,0,4,4,2023-01-18,2023-03-06,0,47
41590.0,5482401,4,4,4,4,2023-01-18,2023-03-06,0,47
41590.0,8720790,4,4,2,2,2023-01-18,2023-03-06,0,47
41601.0,1AB2733,2,2,2,0,2023-02-09,2023-02-12,2,3
41601.0,1AB2735,2,2,2,0,2023-02-09,2023-02-12,2,3
41601.0,1AB2738,1,1,1,0,2023-02-09,2023-02-12,1,3
41601.0,1AB2739,1,1,1,0,2023-02-09,2023-02-12,1,3
41601.0,1AB2807,3,3,3,0,2023-02-09,2023-02-12,3,3
41637.0,14407,8,8,4,4,2022-12-19,2023-01-17,0,29
41637.0,97403,8,8,6,6,2022-12-19,2023-01-17,0,29
41701.0,504010,8,8,6,6,2023-01-23,2023-03-21,0,57
41701.0,505018,17,17,8,8,2023-01-23,2023-03-21,0,57
41701.0,829012,1,1,1,1,2023-02-09,2023-03-21,0,40
41711.0,5307401,9,0,9,0,2022-12-28,2023-01-17,9,20
41711.0,5307401,10,10,9,0,2023-01-17,2023-03-08,9,50
41754.0,725012,1,1,1,0,2023-01-06,2023-03-03,1,56
41764.0,504010,3,3,2,2,2023-02-16,2023-02-22,0,6
41764.0,504010,3,3,5,0,2023-02-16,2023-02-22,5,6
41764.0,505018,4,4,4,4,2023-02-16,2023-02-22,0,6
41764.0,505018,4,4,8,0,2023-02-16,2023-02-22,8,6
41778.0,542010,1,0,1,1,2023-01-17,2023-01-30,0,13
41778.0,543018,1,0,1,1,2023-01-17,2023-01-30,0,13
41778.0,546012,1,0,1,1,2023-01-17,2023-01-30,0,13
41858.0,5406,4,4,4,4,2023-02-22,2023-03-15,0,21
41858.0,11403,6,6,6,0,2023-02-22,2023-03-15,6,21
41858.0,11403,6,6,6,6,2023-02-22,2023-03-15,0,21
41858.0,369026,4,4,4,4,2023-02-22,2023-03-15,0,21
41858.0,390021,4,4,4,4,2023-02-22,2023-03-15,0,21
41858.0,1105403,6,6,6,6,2023-02-22,2023-03-15,0,21
41858.0,1105403,6,6,8,0,2023-02-22,2023-03-15,8,21
41858.0,4907400,4,4,4,4,2023-02-22,2023-03-15,0,21
41858.0,8720790,4,4,4,4,2023-02-22,2023-03-15,0,21
41858.0,8720790,4,4,8,0,2023-02-22,2023-03-15,8,21
41858.0,1AB2733,1,1,1,1,2023-02-22,2023-03-15,0,21
42013.0,1AB6168,1,1,1,0,2023-03-24,2023-03-29,1,5
42023.0,89400,3,3,3,3,2022-12-30,2023-01-09,0,10
42023.0,1105403,2,2,2,2,2022-12-30,2023-01-09,0,10
42023.0,4064408,3,3,3,3,2022-12-30,2023-01-09,0,10
42023.0,5482401,4,4,4,4,2022-12-30,2023-01-09,0,10
42029.0,97403,2,2,2,2,2023-02-02,2023-03-15,0,41
42029.0,505018,3,3,6,0,2023-03-15,2023-03-28,6,13
42064.0,1105403,9,9,9,0,2023-01-29,2023-03-07,9,37
42064.0,1105403,8,0,9,0,2023-01-29,2023-03-09,9,39
42080.0,505018,2,2,11,0,2023-02-05,2023-02-07,11,2
42080.0,505018,11,11,11,0,2023-02-05,2023-03-21,11,44
42080.0,505018,11,11,2,2,2023-02-07,2023-03-21,0,42
42115.0,829012,2,2,1,1,2022-11-05,2023-01-03,0,59
42117.0,9804015,1,1,1,0,2023-01-13,2023-02-01,1,19
42117.0,9809015,4,4,5,0,2023-01-13,2023-02-01,5,19
42122.0,504010,2,2,2,2,2023-02-28,2023-03-28,0,28
42122.0,505018,6,6,4,4,2023-02-28,2023-03-28,0,28
42122.0,6598405,4,4,4,0,2023-02-28,2023-03-27,4,27
42124.0,91488,14,14,14,14,2023-03-01,2023-03-03,0,2
42124.0,97403,8,8,8,8,2023-03-01,2023-03-03,0,2
42124.0,225012,1,1,1,1,2023-03-01,2023-03-03,0,2
42124.0,233023,3,3,3,3,2023-03-01,2023-03-03,0,2
42124.0,309170,1,1,1,1,2023-03-01,2023-03-03,0,2
42124.0,365016,1,1,1,1,2023-03-01,2023-03-03,0,2
42124.0,367012,1,1,1,1,2023-03-01,2023-03-03,0,2
42124.0,373019,1,1,1,1,2023-03-01,2023-03-03,0,2
42124.0,374025,1,1,1,1,2023-03-01,2023-03-03,0,2
42124.0,378019,1,1,1,1,2023-03-01,2023-03-03,0,2
42124.0,387028,2,2,2,2,2023-03-01,2023-03-03,0,2
42124.0,387036,1,1,1,1,2023-03-01,2023-03-03,0,2
42124.0,388018,2,2,2,2,2023-03-01,2023-03-03,0,2
42124.0,5307401,12,0,4,0,2022-12-02,2022-12-29,4,27
42124.0,5482401,17,17,17,17,2023-03-01,2023-03-03,0,2
42124.0,6598405,14,14,14,14,2023-03-01,2023-03-03,0,2
42124.0,6623400,6,6,6,6,2023-03-01,2023-03-03,0,2
42124.0,1AA0004,2,2,2,2,2023-03-01,2023-03-03,0,2
42132.0,1105403,5,5,3,3,2023-01-03,2023-01-13,0,10
42153.0,97403,10,10,5,5,2023-01-31,2023-03-13,0,41
42153.0,1402403,3,3,2,2,2023-01-31,2023-03-13,0,41
42156.0,97403,10,10,5,5,2023-01-25,2023-02-08,0,14
42191.0,201020,1,1,1,0,2022-12-01,2023-01-23,1,53
42191.0,504010,2,2,2,0,2023-01-03,2023-02-16,2,44
42191.0,505018,4,4,4,0,2023-01-03,2023-02-16,4,44
42193.0,8720790,2,2,2,0,2023-01-10,2023-01-19,2,9
42205.0,1402403,20,20,1,1,2023-01-05,2023-02-17,0,43
42227.0,504010,2,2,2,2,2023-01-03,2023-02-05,0,33
42229.0,542010,1,1,1,1,2022-12-27,2023-01-11,0,15
42229.0,543018,1,1,1,1,2022-12-27,2023-01-11,0,15
42229.0,548026,2,2,2,2,2022-12-27,2023-01-11,0,15
42229.0,549024,2,2,2,2,2022-12-27,2023-01-11,0,15
42229.0,741018,1,1,1,1,2022-12-27,2023-01-11,0,15
42269.0,6623400,4,4,4,0,2022-12-12,2023-02-03,4,53
42321.0,8720790,2,2,2,2,2023-01-30,2023-02-01,0,2
42321.0,1AB3459,8,8,5,5,2023-01-30,2023-02-01,0,2
42350.0,504010,2,2,1,1,2023-02-07,2023-03-13,0,34
42415.0,504010,5,5,5,5,2023-02-22,2023-03-20,0,26
42415.0,505018,10,10,8,8,2023-02-22,2023-03-20,0,26
42445.0,62349,3,3,3,0,2023-01-24,2023-03-03,3,38
42445.0,1AA0003,2,2,2,0,2023-01-24,2023-03-03,2,38
42465.0,14407,2,2,2,0,2023-02-28,2023-03-01,2,1
42465.0,82404,4,4,4,0,2023-02-28,2023-03-01,4,1
42465.0,91488,4,4,4,0,2023-02-28,2023-03-01,4,1
42465.0,8720774,4,4,4,0,2023-02-28,2023-03-01,4,1
42465.0,8720790,4,4,4,0,2023-02-28,2023-03-01,4,1
42465.0,1AB2919,5,5,5,5,2023-02-28,2023-03-01,0,1
42558.0,91488,22,0,8,8,2022-12-27,2023-02-09,0,44
42558.0,384016,5,5,5,0,2022-12-27,2023-02-09,5,44
42561.0,504010,3,0,3,3,2023-01-12,2023-03-08,0,55
42561.0,504010,3,0,3,3,2023-01-12,2023-03-08,0,55
42561.0,504010,3,3,3,0,2023-03-08,2023-03-17,3,9
42561.0,504010,3,3,3,0,2023-03-08,2023-03-17,3,9
42582.0,62349,4,4,4,4,2023-01-05,2023-03-06,0,60
42582.0,1412402,6,6,4,4,2023-01-05,2023-03-06,0,60
42597.0,504010,5,5,4,4,2022-12-20,2023-01-19,0,30
42597.0,505018,3,3,3,3,2022-12-20,2023-01-03,0,14
42597.0,505018,5,5,3,3,2022-12-20,2023-01-19,0,30
42597.0,505018,3,3,7,0,2022-12-20,2023-01-03,7,14
42597.0,505018,5,5,7,0,2022-12-20,2023-01-19,7,30
42597.0,505018,5,5,3,3,2023-01-03,2023-01-19,0,16
42597.0,505018,10,10,5,5,2023-01-19,2023-03-08,0,48
42600.0,504010,3,3,1,1,2023-01-23,2023-02-13,0,21
42600.0,505018,8,8,1,1,2023-01-23,2023-02-13,0,21
42706.0,367012,1,1,1,0,2023-03-28,2023-03-29,1,1
42706.0,369026,1,1,1,0,2023-03-28,2023-03-29,1,1
42706.0,373019,1,1,1,0,2023-03-28,2023-03-29,1,1
42706.0,8720790,2,2,2,0,2023-03-28,2023-03-29,2,1
42706.0,1AA0004,1,1,1,0,2023-03-28,2023-03-29,1,1
42739.0,526014,1,1,1,0,2022-12-20,2023-02-06,1,48
42739.0,527012,1,1,1,0,2022-12-20,2023-02-06,1,48
42739.0,528010,1,1,1,0,2022-12-20,2023-02-06,1,48
42739.0,661018,1,1,1,0,2022-12-20,2023-02-06,1,48
42739.0,8666408,1,0,3,0,2023-01-11,2023-02-06,3,26
42739.0,9088015,1,1,1,0,2022-12-20,2023-02-06,1,48
42764.0,369026,2,2,1,1,2023-01-17,2023-03-01,0,43
42764.0,376021,1,1,2,0,2023-01-17,2023-03-01,2,43
42832.0,91488,10,10,4,4,2023-01-18,2023-02-16,0,29
42832.0,91488,4,4,4,4,2023-01-18,2023-02-21,0,34
42832.0,91488,8,8,4,4,2023-01-18,2023-03-17,0,58
42832.0,91488,8,8,4,4,2023-02-21,2023-03-17,0,24
42832.0,97403,8,8,5,0,2022-12-24,2023-01-18,5,25
42832.0,97403,8,8,5,0,2022-12-24,2023-02-21,5,59
42832.0,97403,8,8,8,8,2023-01-18,2023-02-21,0,34
42832.0,367012,3,3,2,2,2023-01-18,2023-02-21,0,34
42832.0,367012,3,3,2,2,2023-01-18,2023-03-17,0,58
42832.0,367012,3,3,3,3,2023-02-21,2023-03-17,0,24
42832.0,374025,1,1,1,1,2023-01-18,2023-02-21,0,34
42832.0,374025,1,1,1,1,2023-01-18,2023-03-17,0,58
42832.0,374025,1,1,1,1,2023-02-21,2023-03-17,0,24
42832.0,378019,1,1,1,1,2023-02-21,2023-03-17,0,24
42832.0,387010,1,1,1,1,2023-02-21,2023-03-17,0,24
42832.0,387036,3,3,1,1,2023-01-18,2023-02-21,0,34
42832.0,387036,3,3,1,1,2023-01-18,2023-03-17,0,58
42832.0,387036,3,3,3,3,2023-02-21,2023-03-17,0,24
42832.0,2305135,2,2,2,2,2023-01-18,2023-02-21,0,34
42832.0,2305135,2,2,2,2,2023-01-18,2023-03-17,0,58
42832.0,2305135,2,2,2,2,2023-02-21,2023-03-17,0,24
42832.0,4520400,3,3,2,2,2023-01-18,2023-02-21,0,34
42832.0,4520400,2,2,2,2,2023-01-18,2023-03-17,0,58
42832.0,4907400,24,24,8,8,2023-01-03,2023-01-18,0,15
42832.0,4907400,17,17,8,8,2023-01-03,2023-02-21,0,49
42832.0,4907400,24,24,7,7,2023-03-03,2023-03-17,0,14
42832.0,4907400,24,24,24,24,2023-01-18,2023-03-17,0,58
42832.0,4907400,24,24,17,17,2023-02-21,2023-03-17,0,24
42832.0,5482401,20,20,25,0,2022-12-24,2023-01-18,25,25
42832.0,5482401,13,13,25,0,2022-12-24,2023-02-21,25,59
42832.0,5482401,20,20,7,7,2023-03-03,2023-03-17,0,14
42832.0,5482401,20,20,20,20,2023-01-18,2023-03-17,0,58
42832.0,5482401,20,20,13,13,2023-02-21,2023-03-17,0,24
42832.0,5736402,5,5,5,5,2023-01-18,2023-02-21,0,34
42832.0,6598405,4,4,4,4,2023-01-18,2023-02-21,0,34
42832.0,6598405,4,4,4,4,2023-01-18,2023-03-17,0,58
42832.0,6598405,4,4,4,4,2023-02-21,2023-03-17,0,24
42832.0,6623400,3,3,3,3,2023-01-18,2023-02-21,0,34
42832.0,6623400,4,4,3,3,2023-01-18,2023-03-17,0,58
42832.0,6623400,4,4,3,3,2023-02-21,2023-03-17,0,24
42848.0,1AB2733,5,5,8,0,2023-01-31,2023-02-08,8,8
42848.0,1AB2735,8,8,5,0,2023-01-31,2023-02-08,5,8
42848.0,1AB3457,3,3,1,0,2023-01-31,2023-02-08,1,8
42848.0,1AB3459,2,2,1,1,2023-01-31,2023-02-08,0,8
42848.0,1AB4571,8,8,6,0,2023-01-31,2023-02-08,6,8
43010.0,504010,2,2,1,1,2023-01-17,2023-02-27,0,41
43010.0,505018,7,7,3,3,2023-01-17,2023-02-27,0,41
43010.0,725590,2,2,2,0,2023-02-27,2023-03-27,2,28
43010.0,799207,1,1,1,0,2023-02-27,2023-03-27,1,28
43010.0,830019,1,1,1,1,2023-01-17,2023-03-01,0,43
43022.0,794009,1,1,1,0,2022-12-24,2023-02-14,1,52
43022.0,794009,1,1,1,0,2022-12-24,2023-02-14,1,52
43022.0,795001,1,1,1,0,2022-12-24,2023-02-14,1,52
43022.0,795001,1,1,1,0,2022-12-24,2023-02-14,1,52
43026.0,505018,7,7,7,0,2022-12-21,2023-01-13,7,23
43085.0,97403,4,4,2,2,2023-01-16,2023-03-08,0,51
43085.0,505018,2,2,2,0,2023-03-08,2023-03-15,2,7
43085.0,5482401,3,3,2,2,2022-12-21,2023-01-19,0,29
43085.0,5482401,2,2,2,2,2022-12-21,2023-01-16,0,26
43085.0,5482401,4,4,3,3,2023-01-19,2023-03-08,0,48
43085.0,5482401,4,4,3,3,2023-01-19,2023-03-08,0,48
43085.0,5482401,3,3,2,2,2023-01-16,2023-01-19,0,3
43085.0,5482401,4,4,2,2,2023-01-16,2023-03-08,0,51
43085.0,5482401,4,4,2,2,2023-01-16,2023-03-08,0,51
43085.0,6598405,2,2,2,2,2023-01-16,2023-03-08,0,51
43085.0,1AB2919,4,4,4,4,2022-12-21,2023-01-16,0,26
43087.0,6598405,10,10,10,10,2023-01-24,2023-02-17,0,24
43100.0,91421,5,5,5,5,2023-01-22,2023-02-22,0,31
43146.0,9804015,1,1,1,0,2023-02-12,2023-03-19,1,35
43146.0,9809015,4,0,4,0,2023-02-12,2023-03-19,4,35
43146.0,9809015,4,0,4,0,2023-02-12,2023-03-19,4,35
43146.0,9809015,4,4,4,0,2023-02-12,2023-03-19,4,35
43168.0,1105403,2,2,10,0,2023-02-09,2023-02-22,10,13
43224.0,97403,4,4,4,4,2022-12-09,2023-01-11,0,33
43224.0,5482401,6,6,6,6,2022-12-09,2023-01-11,0,33
43232.0,504010,2,2,2,2,2023-01-26,2023-03-16,0,49
43232.0,504010,3,3,2,2,2023-01-26,2023-02-15,0,20
43232.0,505018,4,4,2,2,2023-01-26,2023-03-16,0,49
43232.0,505018,5,5,2,2,2023-01-26,2023-02-15,0,20
43286.0,5406,3,0,3,0,2023-03-20,2023-03-27,3,7
43286.0,5482401,4,4,4,0,2023-03-20,2023-03-27,4,7
43300.0,387028,2,2,2,2,2023-02-02,2023-02-21,0,19
43300.0,1AA0004,2,2,2,2,2023-02-02,2023-02-21,0,19
43305.0,1105403,12,12,12,0,2023-01-23,2023-02-01,12,9
43306.0,14407,4,4,2,0,2023-02-08,2023-03-20,2,40
43306.0,97403,2,0,2,2,2023-02-08,2023-03-20,0,40
43377.0,57407,10,10,7,7,2023-01-16,2023-01-30,0,14
43377.0,97403,2,2,2,2,2023-01-16,2023-02-28,0,43
43377.0,5482401,6,6,7,0,2023-01-16,2023-02-28,7,43
43381.0,504010,2,2,2,2,2023-01-11,2023-01-13,0,2
43381.0,505018,5,5,3,3,2023-01-13,2023-02-05,0,23
43381.0,505018,3,3,2,2,2023-01-11,2023-01-13,0,2
43381.0,505018,5,5,2,2,2023-01-11,2023-02-05,0,25
43387.0,97403,4,4,2,2,2023-01-05,2023-02-24,0,50
43387.0,225012,3,3,2,0,2023-01-05,2023-02-24,2,50
43447.0,3704138,1,1,1,0,2023-03-06,2023-03-09,1,3
43447.0,5488409,3,3,3,0,2023-03-06,2023-03-09,3,3
43450.0,367012,1,0,1,0,2023-02-20,2023-03-13,1,21
43450.0,367012,1,1,1,0,2023-02-20,2023-03-13,1,21
43450.0,829012,2,0,1,0,2023-01-16,2023-02-20,1,35
43450.0,829012,2,2,1,0,2023-01-16,2023-03-13,1,56
43450.0,829012,2,2,2,0,2023-02-20,2023-03-13,2,21
43455.0,571019,2,2,1,1,2023-02-02,2023-03-09,0,35
43460.0,367012,2,0,2,0,2023-03-02,2023-03-07,2,5
43460.0,369026,1,0,2,0,2023-03-02,2023-03-07,2,5
43460.0,378019,1,0,1,0,2023-03-02,2023-03-07,1,5
43460.0,829012,1,1,1,1,2023-03-02,2023-03-07,0,5
43460.0,829012,1,1,1,0,2023-03-02,2023-03-07,1,5
43460.0,5482401,3,3,3,3,2023-03-02,2023-03-07,0,5
43460.0,8720790,1,1,1,1,2023-03-02,2023-03-07,0,5
43460.0,1AA0004,1,1,2,0,2023-03-02,2023-03-07,2,5
43475.0,829012,2,2,1,0,2023-02-15,2023-02-28,1,13
43475.0,5482401,4,4,4,4,2022-12-19,2023-02-15,0,58
43506.0,57407,4,4,4,4,2023-01-16,2023-03-15,0,58
43506.0,57407,4,4,4,4,2023-01-16,2023-02-22,0,37
43506.0,57407,4,4,4,4,2023-02-22,2023-03-15,0,21
43506.0,89400,14,14,10,0,2023-02-13,2023-03-14,10,29
43506.0,89400,10,10,10,0,2023-02-13,2023-02-16,10,3
43506.0,89400,14,14,10,10,2023-02-16,2023-03-14,0,26
43506.0,91488,4,4,4,4,2022-12-28,2023-01-16,0,19
43506.0,91488,5,5,4,4,2022-12-28,2023-02-08,0,42
43506.0,91488,4,4,4,4,2022-12-28,2023-02-22,0,56
43506.0,91488,4,4,4,4,2023-01-16,2023-03-15,0,58
43506.0,91488,5,5,4,4,2023-01-16,2023-02-08,0,23
43506.0,91488,4,4,4,4,2023-01-16,2023-02-22,0,37
43506.0,91488,4,4,4,4,2023-02-22,2023-03-15,0,21
43506.0,97403,18,18,18,18,2023-01-13,2023-03-14,0,60
43506.0,97403,18,18,18,18,2023-01-13,2023-02-13,0,31
43506.0,97403,18,18,18,18,2023-02-13,2023-03-14,0,29
43506.0,1676404,2,2,2,0,2023-03-14,2023-03-25,2,11
43506.0,4907400,13,13,10,10,2023-02-13,2023-03-14,0,29
43506.0,5307401,2,0,2,0,2023-01-13,2023-01-20,2,7
43506.0,5307401,3,0,2,0,2023-01-13,2023-02-13,2,31
43506.0,5307401,3,0,2,0,2023-01-13,2023-02-16,2,34
43506.0,5307401,3,0,2,0,2023-01-20,2023-02-13,2,24
43506.0,5307401,3,0,2,0,2023-01-20,2023-02-16,2,27
43506.0,5307401,3,0,3,0,2023-02-13,2023-02-16,3,3
43506.0,6179403,8,8,4,4,2023-01-13,2023-03-14,0,60
43506.0,6179403,8,8,3,3,2023-02-13,2023-03-14,0,29
43506.0,1AB2691,2,2,2,2,2023-02-13,2023-03-14,0,29
43530.0,5482401,3,3,3,3,2023-01-10,2023-02-22,0,43
43583.0,97403,4,4,4,4,2023-02-22,2023-03-27,0,33
43583.0,97403,9,9,4,4,2023-02-22,2023-03-27,0,33
43592.0,504010,3,3,1,1,2023-01-10,2023-02-28,0,49
43592.0,505018,8,8,4,4,2023-01-10,2023-02-28,0,49
43597.0,8717714,1,1,1,0,2023-01-12,2023-01-16,1,4
43602.0,504010,1,1,1,1,2023-01-25,2023-03-09,0,43
43602.0,504010,3,3,1,1,2023-01-25,2023-02-13,0,19
43602.0,505018,3,3,3,3,2023-01-25,2023-03-09,0,43
43602.0,505018,6,6,3,3,2023-01-25,2023-02-13,0,19
43617.0,1402403,2,2,2,2,2023-02-08,2023-03-24,0,44
43618.0,14407,4,4,4,0,2023-01-05,2023-01-15,4,10
43634.0,1AB3458,2,2,1,1,2023-02-20,2023-03-13,0,21
43635.0,1AB3458,1,1,1,1,2023-01-17,2023-03-09,0,51
43665.0,394106,1,1,1,0,2023-01-03,2023-01-19,1,16
43665.0,504010,3,3,3,3,2023-01-04,2023-02-14,0,41
43665.0,504010,3,3,3,3,2023-02-14,2023-03-24,0,38
43665.0,505018,7,7,7,7,2023-01-04,2023-02-14,0,41
43665.0,505018,8,8,7,7,2023-02-14,2023-03-24,0,38
43671.0,505018,4,4,4,0,2023-01-15,2023-03-06,4,50
43682.0,14407,2,2,2,0,2023-02-06,2023-02-14,2,8
43682.0,570094,1,0,1,1,2023-02-06,2023-02-14,0,8
43696.0,97403,4,4,4,4,2022-12-27,2023-01-31,0,35
43696.0,829012,1,0,1,1,2022-12-27,2023-01-31,0,35
43696.0,5482401,3,3,2,2,2022-12-27,2023-01-31,0,35
43698.0,504010,1,1,1,1,2023-02-20,2023-02-23,0,3
43698.0,505018,3,3,3,3,2023-02-20,2023-02-23,0,3
43718.0,829012,10,10,10,10,2023-02-03,2023-03-13,0,38
43778.0,1105403,4,4,4,0,2023-02-02,2023-02-09,4,7
43778.0,1AA0004,3,3,3,0,2023-02-02,2023-02-09,3,7
43806.0,829012,2,2,1,0,2023-01-13,2023-03-06,1,52
43806.0,829012,2,2,1,1,2023-01-13,2023-03-06,0,52
43816.0,505018,12,0,4,4,2023-02-21,2023-03-26,0,33
43889.0,97403,1,1,1,0,2023-02-06,2023-02-28,1,22
43889.0,5482401,2,2,8,0,2022-12-28,2023-02-06,8,40
43889.0,6598405,1,1,1,0,2023-02-06,2023-02-28,1,22
43889.0,6623400,2,2,1,1,2022-12-28,2023-02-06,0,40
43889.0,8720790,1,1,1,0,2023-02-06,2023-02-28,1,22
43889.0,1AB2733,1,1,1,0,2023-02-06,2023-02-28,1,22
43889.0,1AB2735,1,1,1,0,2023-02-06,2023-02-28,1,22
43903.0,5406,7,7,5,5,2023-02-21,2023-03-15,0,22
43903.0,369026,7,7,5,5,2023-02-21,2023-03-15,0,22
43903.0,390021,7,7,1,1,2023-02-21,2023-03-15,0,22
43935.0,4226404,1,1,1,0,2023-01-09,2023-01-18,1,9
43935.0,6179403,3,3,3,0,2023-01-09,2023-01-18,3,9
43935.0,1AB2691,2,2,2,0,2023-01-09,2023-01-18,2,9
43947.0,364026,1,1,1,1,2023-02-02,2023-03-28,0,54
43967.0,5406,4,4,4,4,2023-02-08,2023-03-27,0,47
43967.0,11403,4,4,3,3,2023-02-08,2023-03-27,0,47
43967.0,97403,5,5,4,4,2023-02-08,2023-03-27,0,47
43967.0,5482401,6,6,6,6,2023-02-09,2023-03-27,0,46
44021.0,14407,3,3,3,0,2023-01-13,2023-01-30,3,17
44021.0,14407,2,2,3,0,2023-01-13,2023-03-14,3,60
44021.0,97403,2,2,2,2,2023-01-13,2023-03-14,0,60
44021.0,504010,2,2,2,2,2023-01-13,2023-03-14,0,60
44021.0,505018,6,6,2,2,2023-01-13,2023-03-14,0,60
44021.0,5482401,5,5,5,0,2023-01-13,2023-01-30,5,17
44021.0,5482401,6,6,5,0,2023-01-13,2023-03-14,5,60
44021.0,5482401,6,6,5,5,2023-01-30,2023-03-14,0,43
44021.0,8720790,1,0,1,0,2023-01-13,2023-01-30,1,17
44021.0,8720790,3,0,1,0,2023-01-13,2023-03-14,1,60
44021.0,8720790,3,0,1,0,2023-01-30,2023-03-14,1,43
44054.0,58405,2,2,2,0,2023-02-13,2023-02-20,2,7
44054.0,5482401,4,4,8,0,2023-02-13,2023-02-20,8,7
44054.0,8717714,1,1,1,0,2023-02-13,2023-02-20,1,7
44062.0,571019,2,2,1,1,2023-02-01,2023-02-27,0,26
44072.0,6598405,4,4,4,0,2023-02-17,2023-02-27,4,10
44130.0,1412402,3,3,2,0,2023-03-07,2023-03-15,2,8
44150.0,374025,1,1,2,0,2023-01-23,2023-02-28,2,36
44196.0,56409,8,0,7,7,2023-01-13,2023-02-21,0,39
44196.0,4608404,4,0,4,4,2023-01-13,2023-02-21,0,39
44196.0,1AA8981,1,1,1,0,2023-01-13,2023-02-21,1,39
44310.0,14407,6,0,6,0,2023-02-01,2023-03-20,6,47
44310.0,14407,6,6,6,0,2023-02-01,2023-03-20,6,47
44317.0,8720790,4,4,4,0,2023-01-20,2023-01-25,4,5
44320.0,62349,2,2,2,2,2023-01-24,2023-03-06,0,41
44320.0,6179403,4,4,4,4,2023-01-24,2023-03-06,0,41
44325.0,8400,1,1,1,0,2023-03-06,2023-03-15,1,9
44325.0,57407,10,10,6,6,2023-01-10,2023-01-25,0,15
44325.0,89400,16,16,3,0,2022-12-18,2023-01-04,3,17
44325.0,89400,3,3,3,0,2022-12-18,2023-01-24,3,37
44325.0,89400,9,9,3,3,2023-01-24,2023-03-06,0,41
44325.0,91488,6,6,6,6,2023-01-10,2023-01-25,0,15
44325.0,233023,1,1,1,0,2023-02-09,2023-03-06,1,25
44325.0,233023,1,1,1,0,2023-02-09,2023-03-06,1,25
44325.0,367012,1,1,1,1,2022-12-18,2023-01-04,0,17
44325.0,1676404,3,3,3,3,2023-03-10,2023-03-15,0,5
44325.0,4520400,2,2,2,2,2022-12-18,2023-01-04,0,17
44325.0,5307401,3,0,3,0,2023-03-06,2023-03-10,3,4
44325.0,5482401,6,6,6,6,2022-12-18,2023-01-04,0,17
44325.0,5482401,2,2,2,0,2023-03-06,2023-03-15,2,9
44325.0,5488409,5,0,5,0,2023-03-06,2023-03-15,5,9
44325.0,5736402,4,4,4,0,2023-03-06,2023-03-15,4,9
44325.0,5963336,10,10,12,0,2022-12-18,2023-01-04,12,17
44325.0,1AB2691,1,1,1,1,2022-12-18,2023-01-04,0,17
